stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_145,5x5 only,0.5550324335632166,0.5812424674037676,0.5310841926113413,0.9675521850585568
test_145,OR (6x6 | 5x5),0.5716952316305058,0.4960612530365191,0.6745419961951401,0.9614868164062133
test_145,confidence blend,0.5728041882856202,0.5372676253941272,0.6133747121827876,0.9651374816894163
test_146,6x6 only,0.24540744229844133,0.14413500553288072,0.8252375923926862,0.9633331298827758
test_146,5x5 only,0.2550193730183691,0.16397402989557003,0.5733896515281236,0.9757957458495721
test_146,OR (6x6 | 5x5),0.22898530538322376,0.13188929001192787,0.8680042238602534,0.9577674865722291
test_146,confidence blend,0.2359425039098563,0.13734500997126736,0.8363252375879814,0.9608650207519164
test_147,6x6 only,0.5782619584270666,0.5591137478052187,0.5987682333869699,0.9486083984374638
test_147,5x5 only,0.62324642322532,0.6729815065398639,0.5803565640190727,0.958713531494104
test_147,OR (6x6 | 5x5),0.6229907317746236,0.5433880308877687,0.7299189627223792,0.9480171203612919
test_147,confidence blend,0.6346959849357242,0.5970515970512559,0.6774068071308412,0.9541168212890261
test_148,6x6 only,0.6838486365121456,0.7345995377341628,0.6396569828485826,0.9742164611816034
test_148,5x5 only,0.6472936006096025,0.6638763683187711,0.6315190759532451,0.9699974060058223
test_148,OR (6x6 | 5x5),0.6837599869555341,0.6400335775330891,0.7338991949591057,0.9704055786132442
test_148,confidence blend,0.6934907010011205,0.7089579524673593,0.678683934196116,0.9738464355468378
test_149,6x6 only,0.6286272895654308,0.6565287479842487,0.6030006909479785,0.9724655151366816
test_149,5x5 only,0.6022514071291586,0.6024893806177986,0.6020136215570012,0.969268798828088
test_149,OR (6x6 | 5x5),0.5915652666925764,0.5299265510231833,0.6694304609607448,0.964275360107385
test_149,confidence blend,0.6483505564384696,0.6526958087419699,0.6440627776126304,0.9729995727538691
test_15,6x6 only,0.5963087739852084,0.552449450399576,0.6477326968963442,0.9789733886718376
test_15,5x5 only,0.5684959076877978,0.49147430692438054,0.674144789179516,0.9754638671874627
test_15,OR (6x6 | 5x5),0.5728962253257688,0.44950638529078024,0.7896579156709791,0.9717712402343379
test_15,confidence blend,0.6261046906861821,0.5465875370913393,0.7326968973735359,0.9790191650390251
test_150,6x6 only,0.7116895484483476,0.7257620717557455,0.6981523769977692,0.9584236145019165
